CBSA_CODE,CBSA_NAME,LATITUDE,LONGITUDE
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",36.091577,-86.72298                                                                         
35100,"New Bern, NC Micro Area",35.116829,-77.08132                                                                                                           
35140,"Newberry, SC Micro Area",34.289881,-81.599676                                                                                                             
35220,"New Castle, IN Micro Area",39.929591,-85.397363                                                                                                             
35300,"New Haven, CT Metro Area",41.290167,-72.837024                                                                                                           
35340,"New Iberia, LA Micro Area",29.606013,-91.842706                                                                                                         
35380,"New Orleans-Metairie, LA Metro Area",29.282447,-89.576068                                                                                           
35420,"New Philadelphia-Dover, OH Micro Area",40.447439,-81.471166                                                                                                
35460,"Newport, TN Micro Area",35.916198,-83.119224                                                                                                               
35580,"New Ulm, MN Micro Area",44.246541,-94.733647                                                                                                               
35620,"New York-Newark-Jersey City, NY-NJ Metro Area",40.735425,-73.80773                                                                                  
35660,"Niles, MI Metro Area",41.791382,-86.742543                                                                                                            
35700,"Nogales, AZ Micro Area",31.525733,-110.845228                                                                                                               
35840,"North Port-Bradenton-Sarasota, FL Metro Area",27.329055,-82.414533                                                                                    
35940,"Norwalk, OH Micro Area",41.14508,-82.594641                                                                                                                 
35980,"Norwich-New London-Willimantic, CT Metro Area",41.484769,-72.101666                                                                                      
36020,"Oak Harbor, WA Micro Area",48.158554,-122.670649                                                                                                         
36180,"Ocean Pines, MD Micro Area",38.222133,-75.309931                                                                                                        
36220,"Odessa, TX Metro Area",31.865301,-102.542507                                                                                                               
36260,"Ogden, UT Metro Area",41.124342,-111.866933                                                                                                            
36380,"Okeechobee, FL Micro Area",27.385592,-80.887388                                                                                                         
36420,"Oklahoma City, OK Metro Area",35.430968,-97.506966                                                                                                      
36460,"Olean, NY Micro Area",42.239099,-78.662332                                                                                                               
36500,"Olympia-Lacey-Tumwater, WA Metro Area",46.935822,-122.830152                                                                                             
36540,"Omaha, NE-IA Metro Area",41.290459,-95.99997                                                                                                           
36620,"Ontario, OR-ID Micro Area",43.225869,-117.619933                                                                                                      
36660,"Opelousas, LA Micro Area",30.583441,-91.989274                                                                                                            
36700,"Orangeburg, SC Micro Area",33.436135,-80.802913                                                                                                          
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",28.434398,-81.35606                                                                                          
36780,"Oshkosh-Neenah, WI Metro Area",44.085707,-88.668149                                                                                                     
36820,"Oskaloosa, IA Micro Area",41.330797,-92.636366                                                                                                              
36837,"Ottawa, IL Micro Area",41.356488,-89.173385                                                                                                              
36830,"Othello, WA Micro Area",47.011238,-118.512861                                                                                                             
36840,"Ottawa, KS Micro Area",38.558019,-95.278962                                                                                                                
36940,"Owatonna, MN Micro Area",44.015261,-93.220453                                                                                                               
37020,"Owosso, MI Micro Area",42.951545,-84.146352                                                                                                                
37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",34.358748,-119.133145                                                                                      
37120,"Ozark, AL Micro Area",31.430654,-85.609476                                                                                                                  
37140,"Paducah, KY-IL Metro Area",37.094234,-88.71705                                                                                                          
37220,"Pahrump, NV Micro Area",37.965864,-116.459011                                                                                                          
37260,"Palatka, FL Micro Area",29.593896,-81.732039                                                                                                             
37500,"Paragould, AR Micro Area",36.120607,-90.566346                                                                                                               
37620,"Parkersburg-Vienna, WV Metro Area",39.141531,-81.460402                                                                                                   
37740,"Payson, AZ Micro Area",33.789618,-110.81187                                                                                                             
37800,"Pella, IA Micro Area",41.331433,-93.093868                                                                                                                 
37900,"Peoria, IL Metro Area",40.788069,-89.514639                                                                                                             
37940,"Peru, IN Micro Area",40.772883,-86.044258                                                                                                                    
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",39.894958,-75.311982                                                                          
38060,"Phoenix-Mesa-Chandler, AZ Metro Area",33.185765,-112.067862                                                                                            
38100,"Picayune, MS Micro Area",30.774793,-89.586904                                                                                                              
38220,"Pine Bluff, AR Micro Area",34.121115,-92.041969                                                                                                         
38240,"Pinehurst-Southern Pines, NC Metro Area",35.308273,-79.492723                                                                                              
38300,"Pittsburgh, PA Metro Area",40.471332,-79.863986                                                                                                        
38380,"Plainview, TX Micro Area",34.066933,-101.571422                                                                                                            
38500,"Plymouth, IN Micro Area",41.325003,-86.269036                                                                                                              
38660,"Ponce, PR Metro Area",18.022864,-66.645703                                                                                                               
38700,"Pontiac, IL Micro Area",40.894376,-88.552852                                                                                                               
38860,"Portland-South Portland, ME Metro Area",43.651417,-70.418375                                                                                          
38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",45.600622,-122.484378                                                                                 
38920,"Port Lavaca, TX Micro Area",28.441719,-96.579574                                                                                                       
38940,"Port St. Lucie, FL Metro Area",27.228046,-80.425388                                                                                                    
39020,"Portsmouth, OH Micro Area",38.814889,-82.998675                                                                                                            
39300,"Providence-Warwick, RI-MA Metro Area",41.70684,-71.286687                                                                                             
39340,"Provo-Orem-Lehi, UT Metro Area",39.872067,-112.359059                                                                                                 
39380,"Pueblo, CO Metro Area",38.162765,-104.484668                                                                                                             
39420,"Pullman, WA Micro Area",46.905944,-117.53539                                                                                                             
39460,"Punta Gorda, FL Metro Area",26.906396,-82.003657                                                                                                        
39480,"Putnam, CT Micro Area",41.842375,-71.972655                                                                                                                
39500,"Quincy, IL-MO Micro Area",40.027165,-91.389838                                                                                                           
39540,"Racine-Mount Pleasant, WI Metro Area",42.780392,-87.771599                                                                                              
39580,"Raleigh-Cary, NC Metro Area",35.756746,-78.460441                                                                                                        
39660,"Rapid City, SD Metro Area",44.195108,-102.916612                                                                                                        
39700,"Raymondville, TX Micro Area",26.481861,-97.594731                                                                                                       
39740,"Reading, PA Metro Area",40.413957,-75.92686                                                                                                                
39780,"Red Bluff, CA Micro Area",40.126157,-122.232274                                                                                                          
39820,"Redding, CA Metro Area",40.760514,-122.043556                                                                                                           
39860,"Red Wing, MN Micro Area",44.406178,-92.716                                                                                                                
39900,"Reno, NV Metro Area",40.251057,-119.555507                                                                                                            
39940,"Rexburg, ID Micro Area",44.142753,-111.508107                                                                                                            
39980,"Richmond, IN Micro Area",39.863091,-85.006735                                                                                                               
40080,"Richmond-Berea, KY Micro Area",37.59662,-84.205586                                                                                                        
40090,"Rifle, CO Micro Area",39.509466,-107.667061                                                                                                              
40100,"Rio Grande City-Roma, TX Micro Area",26.530903,-98.740235                                                                                                 
40140,"Riverside-San Bernardino-Ontario, CA Metro Area",34.538476,-116.134541                                                                               
40260,"Roanoke Rapids, NC Micro Area",36.320576,-77.542757                                                                                                      
40300,"Rochelle, IL Micro Area",42.041884,-89.320176                                                                                                               
40340,"Rochester, MN Metro Area",43.94981,-92.33066                                                                                                             
40380,"Rochester, NY Metro Area",43.184718,-77.556558                                                                                                       
40420,"Rockford, IL Metro Area",42.331183,-89.042914                                                                                                              
40460,"Rockingham, NC Micro Area",35.004636,-79.755695                                                                                                            
40580,"Rocky Mount, NC Metro Area",35.941045,-77.798549                                                                                                            
40660,"Rome, GA Metro Area",34.26369,-85.213685                                                                                                                   
40770,"Russellville, AL Micro Area",34.441989,-87.842814                                                                                                         
40820,"Ruston, LA Micro Area",32.601823,-92.662303                                                                                                                 
40900,"Sacramento-Roseville-Folsom, CA Metro Area",38.790272,-121.005643                                                                                     
40980,"Saginaw, MI Metro Area",43.328267,-84.05541                                                                                                               
41060,"St. Cloud, MN Metro Area",45.593031,-94.488363                                                                                                          
41140,"St. Joseph, MO-KS Metro Area",39.834843,-94.783754                                                                                                       
41180,"St. Louis, MO-IL Metro Area",38.740211,-90.345825                                                                                                     
41400,"Salem, OH Micro Area",40.770073,-80.778455                                                                                                                   
41420,"Salem, OR Metro Area",44.903385,-122.901757                                                                                                              
41540,"Salisbury, MD Metro Area",38.197279,-75.769252                                                                                                          
41620,"Salt Lake City-Murray, UT Metro Area",40.572887,-112.953253                                                                                           
41700,"San Antonio-New Braunfels, TX Metro Area",29.43306,-98.606973                                                                                          
41780,"Sandusky, OH Metro Area",41.519606,-82.794568                                                                                                           
41820,"Sanford, NC Micro Area",35.476336,-79.172117                                                                                                                
41860,"San Francisco-Oakland-Fremont, CA Metro Area",37.773718,-122.274432                                                                                   
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",36.908472,-121.371372                                                                                     
41980,"San Juan-Bayamón-Caguas, PR Metro Area",18.294453,-66.036844                                                                                          
42100,"Santa Cruz-Watsonville, CA Metro Area",37.012347,-122.007789                                                                                            
42140,"Santa Fe, NM Metro Area",35.514531,-105.963972                                                                                                               
42340,"Savannah, GA Metro Area",32.109256,-81.273287                                                                                                          
42460,"Scottsboro, AL Micro Area",34.764114,-85.980056                                                                                                         
42620,"Searcy, AR Micro Area",35.255118,-91.753034                                                                                                               
42660,"Seattle-Tacoma-Bellevue, WA Metro Area",47.490552,-121.833977                                                                                        
42680,"Sebastian-Vero Beach-West Vero Corridor, FL Metro Area",27.700528,-80.574789                                                                            
42780,"Selinsgrove, PA Micro Area",40.755412,-77.07302                                                                                                              
42820,"Selma, AL Micro Area",32.333526,-87.11436                                                                                                                 
42860,"Seneca, SC Micro Area",34.748766,-83.06154                                                                                                               
42900,"Seneca Falls, NY Micro Area",42.782294,-76.827088                                                                                                         
42940,"Sevierville, TN Micro Area",35.787822,-83.5249                                                                                                             
42980,"Seymour, IN Micro Area",38.911957,-86.042516                                                                                                               
43020,"Shawano, WI Micro Area",44.851643,-88.745543                                                                                                              
43060,"Shawnee, OK Micro Area",35.211391,-96.957004                                                                                                               
43140,"Shelby-Kings Mountain, NC Micro Area",35.33463,-81.557114                                                                                                  
43180,"Shelbyville, TN Micro Area",35.51366,-86.458294                                                                                                             
43220,"Shelton, WA Micro Area",47.350832,-123.173103                                                                                                             
43300,"Sherman-Denison, TX Metro Area",33.624548,-96.675777                                                                                                     
43340,"Shreveport-Bossier City, LA Metro Area",32.437682,-93.744884                                                                                           
43380,"Sidney, OH Micro Area",40.33668,-84.204142                                                                                                                  
43460,"Sikeston, MO Micro Area",36.94283,-89.427601                                                                                                              
43580,"Sioux City, IA-NE-SD Metro Area",42.508037,-96.311314                                                                                                    
43640,"Slidell-Mandeville-Covington, LA Metro Area",30.410022,-89.951962                                                                                       
43740,"Somerset, PA Micro Area",39.981297,-79.028486                                                                                                             
43780,"South Bend-Mishawaka, IN-MI Metro Area",41.774981,-86.123014                                                                                              
43890,"Sparta, WI Micro Area",43.945175,-90.619969                                                                                                                
43900,"Spartanburg, SC Metro Area",34.83462,-81.842401                                                                                                            
43940,"Spearfish, SD Micro Area",44.348514,-103.806362                                                                                                              
43980,"Spencer, IA Micro Area",43.081224,-95.149875                                                                                                               
44020,"Spirit Lake, IA Micro Area",43.389611,-95.196057                                                                                                           
44060,"Spokane-Spokane Valley, WA Metro Area",48.091618,-117.663472                                                                                           
44100,"Springfield, IL Metro Area",39.828621,-89.696067                                                                                                          
44140,"Springfield, MA Metro Area",42.136198,-72.635648                                                                                                          
44220,"Springfield, OH Metro Area",39.917032,-83.783676                                                                                                            
44260,"Starkville, MS Micro Area",33.514617,-89.077508                                                                                                            
44300,"State College, PA Metro Area",40.909322,-77.847667                                                                                                        
44340,"Statesboro, GA Micro Area",32.351704,-81.775036                                                                                                           
44420,"Staunton-Stuarts Draft, VA Metro Area",38.160958,-79.127632                                                                                                
44580,"Sterling, IL Micro Area",41.750673,-89.911005                                                                                                              
44620,"Stevens Point-Plover, WI Micro Area",44.476246,-89.49807                                                                                                  
44700,"Stockton-Lodi, CA Metro Area",37.934982,-121.272244                                                                                                      
44780,"Sturgis, MI Micro Area",41.911488,-85.52287                                                                                                               
44860,"Sulphur Springs, TX Micro Area",33.148967,-95.565434                                                                                                      
44900,"Summerville, GA Micro Area",34.474178,-85.345289                                                                                                               
44940,"Sumter, SC Metro Area",33.91614,-80.382376                                                                                                                
44980,"Sunbury, PA Micro Area",40.885514,-76.712649                                                                                                              
45020,"Sweetwater, TX Micro Area",32.312338,-100.418108                                                                                                            
45060,"Syracuse, NY Metro Area",43.006516,-76.196134                                                                                                         
45180,"Talladega-Sylacauga, AL Micro Area",33.186086,-86.197757                                                                                                
45220,"Tallahassee, FL Metro Area",30.346366,-84.267001                                                                                                        
45380,"Taylorville, IL Micro Area",39.545524,-89.279593                                                                                                           
45580,"Thomaston, GA Micro Area",32.881837,-84.292283                                                                                                              
45660,"Tiffin, OH Micro Area",41.119992,-83.127547                                                                                                                 
45860,"Torrington, CT Micro Area",41.854809,-73.221494                                                                                                           
45940,"Trenton-Princeton, NJ Metro Area",40.282503,-74.703724                                                                                                      
46020,"Truckee-Grass Valley, CA Micro Area",39.297508,-120.771343                                                                                                 
46060,"Tucson, AZ Metro Area",32.128038,-111.783657                                                                                                              
46100,"Tullahoma-Manchester, TN Micro Area",35.44674,-86.134324                                                                                                   
46140,"Tulsa, OK Metro Area",36.254442,-96.177298                                                                                                            
46180,"Tupelo, MS Micro Area",34.384239,-88.508626                                                                                                              
46340,"Tyler, TX Metro Area",32.375105,-95.268939                                                                                                                
46460,"Union City, TN Micro Area",36.361892,-89.148078                                                                                                           
46500,"Urbana, OH Micro Area",40.132775,-83.767604                                                                                                                 
46580,"Utuado, PR Micro Area",18.270865,-66.702989                                                                                                                   
46700,"Vallejo, CA Metro Area",38.267226,-121.939594                                                                                                            
46780,"Van Wert, OH Micro Area",40.85552,-84.585775                                                                                                                 
46980,"Vicksburg, MS Micro Area",32.356095,-90.852384                                                                                                            
47020,"Victoria, TX Metro Area",28.731455,-97.196993                                                                                                            
47220,"Vineland, NJ Metro Area",39.328434,-75.121628                                                                                                            
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",36.837289,-76.391849                                                                            
47420,"Wahpeton, ND-MN Micro Area",46.29395,-96.790701                                                                                                           
47460,"Walla Walla, WA Metro Area",46.254606,-118.48037                                                                                                         
47540,"Wapakoneta, OH Micro Area",40.561309,-84.224018                                                                                                             
47580,"Warner Robins, GA Metro Area",32.492806,-83.711084                                                                                                         
47660,"Warrensburg, MO Micro Area",38.741528,-93.811863                                                                                                           
47700,"Warsaw, IN Micro Area",41.244293,-85.861575                                                                                                               
47820,"Washington, NC Micro Area",35.482313,-76.842014                                                                                                         
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.829787,-77.495684                                                                         
47920,"Washington Court House, OH Micro Area",39.555246,-83.461893                                                                                                 
47930,"Waterbury-Shelton, CT Metro Area",41.518931,-73.087906                                                                                                     
48020,"Watertown-Fort Atkinson, WI Micro Area",43.013804,-88.773985                                                                                              
48140,"Wausau, WI Metro Area",44.898036,-89.757823                                                                                                              
48200,"Waynesville, NC Micro Area",35.558882,-82.981307                                                                                                             
48220,"Weatherford, OK Micro Area",35.449463,-98.991295                                                                                                         
48260,"Weirton-Steubenville, WV-OH Metro Area",40.388914,-80.701966                                                                                               
48580,"Whitewater-Elkhorn, WI Micro Area",42.66811,-88.541731                                                                                                    
48620,"Wichita, KS Metro Area",37.637896,-97.246287                                                                                                            
48680,"Wildwood-The Villages, FL Metro Area",28.713326,-82.069522                                                                                                
48700,"Williamsport, PA Metro Area",41.343882,-77.055262                                                                                                         
48940,"Wilmington, OH Micro Area",39.416681,-83.804583                                                                                                             
48980,"Wilson, NC Micro Area",35.700357,-77.921598                                                                                                                 
49010,"Winchester, TN Micro Area",35.155926,-86.099203                                                                                                           
49020,"Winchester, VA-WV Metro Area",39.272974,-78.471828                                                                                                         
49100,"Winona, MN Micro Area",43.981353,-91.777044                                                                                                                
49180,"Winston-Salem, NC Metro Area",36.078852,-80.345064                                                                                                        
49220,"Wisconsin Rapids-Marshfield, WI Micro Area",44.461413,-90.038825                                                                                           
49300,"Wooster, OH Micro Area",40.829661,-81.887194                                                                                                                
49340,"Worcester, MA Metro Area",42.311693,-71.940282                                                                                                          
49620,"York-Hanover, PA Metro Area",39.921751,-76.728889                                                                                                          
49660,"Youngstown-Warren, OH Metro Area",41.195092,-80.76508                                                                                                    
49700,"Yuba City, CA Metro Area",39.160969,-121.511833                                                                                                           
49780,"Zanesville, OH Micro Area",39.966046,-81.943506                                                                                                             
45000,"Susanville, CA Micro Area",40.715287,-120.621223                                                                                                         
17020,"Chico, CA Metro Area",39.665336,-121.603209                                                                                                                 
26020,"Hobbs, NM Micro Area",32.795687,-103.413271                                                                                                                  
34020,"Morgan City, LA Micro Area",29.629349,-91.463804                                                                                                          
35020,"Natchez, MS-LA Micro Area",31.542918,-91.382533                                                                                                            
42020,"San Luis Obispo-Paso Robles, CA Metro Area",35.388189,-120.448897                                                                                         
39040,"Port Townsend, WA Micro Area",47.805708,-123.527057                                                                                                       
11060,"Altus, OK Micro Area",34.594006,-99.412235                                                                                                                     
19060,"Cumberland, MD-WV Micro Area",39.532185,-78.807082                                                                                                            
20060,"Douglas, GA Micro Area",31.459541,-82.867327                                                                                                                 
25060,"Gulfport-Biloxi, MS Metro Area",30.480153,-88.999297                                                                                                     
28060,"Kalispell, MT Micro Area",48.295422,-114.052059                                                                                                          
30060,"Lebanon, MO Micro Area",37.659698,-92.594843                                                                                                                   
34060,"Morgantown, WV Metro Area",39.525155,-79.801912                                                                                                              
35060,"Natchitoches, LA Micro Area",31.732509,-93.082546                                                                                                          
37060,"Oxford, MS Micro Area",34.221062,-89.584602                                                                                                                
39060,"Pottsville, PA Micro Area",40.703682,-76.217788                                                                                                               
40060,"Richmond, VA Metro Area",37.412237,-77.44372                                                                                                             
48060,"Watertown-Fort Drum, NY Metro Area",43.996389,-76.052968                                                                                                  
47080,"Vidalia, GA Micro Area",32.154218,-82.411379                                                                                                                  
49080,"Winnemucca, NV Micro Area",41.407914,-118.127591                                                                                                           
10100,"Aberdeen, SD Micro Area",45.519435,-98.7007                                                                                                                
15100,"Brookings, SD Micro Area",44.376675,-96.797797                                                                                                               
16100,"Carlsbad-Artesia, NM Micro Area",32.457835,-104.306434                                                                                                     
18100,"Columbus, NE Micro Area",41.574696,-97.353145                                                                                                               
25100,"Guymon, OK Micro Area",36.746317,-101.483855                                                                                                                 
27100,"Jackson, MI Metro Area",42.248474,-84.420868                                                                                                                  
32100,"Marquette, MI Micro Area",46.656596,-87.584028                                                                                                          
36100,"Ocala, FL Metro Area",29.202805,-82.0431                                                                                                                   
41100,"St. George, UT Metro Area",37.262531,-113.4878                                                                                                                
43100,"Sheboygan, WI Metro Area",43.738713,-87.731531                                                                                                            
10140,"Aberdeen, WA Micro Area",47.113732,-123.826735                                                                                                            
11140,"Americus, GA Micro Area",32.098355,-84.224304                                                                                                                
13140,"Beaumont-Port Arthur, TX Metro Area",30.075928,-94.202705                                                                                                 
14140,"Bluefield, WV-VA Micro Area",37.248463,-81.359375                                                                                                              
16140,"Carroll, IA Micro Area",42.039502,-94.86765                                                                                                                    
20140,"Dublin, GA Micro Area",32.530355,-82.856622                                                                                                                 
22140,"Farmington, NM Metro Area",36.511624,-108.324578                                                                                                           
24140,"Goldsboro, NC Metro Area",35.35419,-78.00867                                                                                                                     
26140,"Homosassa Springs, FL Metro Area",28.850292,-82.595552                                                                                                     
32140,"Marshall, MN Micro Area",44.409195,-95.847268                                                                                                                 
45140,"Tahlequah, OK Micro Area",35.904367,-94.996796                                                                                                               
30150,"Lebanon-Claremont, NH-VT Micro Area",43.785726,-72.159142                                                                                                 
39150,"Prescott Valley-Prescott, AZ Metro Area",34.631071,-112.577225                                                                                              
14180,"Blytheville, AR Micro Area",35.766944,-90.052207                                                                                                             
21180,"Elkins, WV Micro Area",38.781095,-79.867788                                                                                                                      
27180,"Jackson, TN Metro Area",35.753215,-88.882692                                                                                                                  
28180,"Kapaa, HI Micro Area",22.012038,-159.705965                                                                                                                
32180,"Marshall, MO Micro Area",39.13584,-93.204164                                                                                                                  
38180,"Pierre, SD Micro Area",44.404897,-100.484817                                                                                                              
40180,"Riverton, WY Micro Area",43.054831,-108.608935                                                                                                            
44180,"Springfield, MO Metro Area",37.36087,-93.180262                                                                                                             
47180,"Vincennes, IN Micro Area",38.688381,-87.420358                                                                                                                
48180,"Waycross, GA Micro Area",31.133114,-82.36865                                                                                                                
25200,"Hailey, ID Micro Area",43.325486,-114.19734                                                                                                                
42200,"Santa Maria-Santa Barbara, CA Metro Area",34.536677,-120.038364                                                                                          
38210,"Pikeville, KY Micro Area",37.499366,-82.509794                                                                                                                
10220,"Ada, OK Micro Area",34.721421,-96.691804                                                                                                                      
13220,"Beckley, WV Metro Area",37.905659,-81.163748                                                                                                                
15220,"Brownwood, TX Micro Area",31.764137,-98.998456                                                                                                                 
16220,"Casper, WY Metro Area",42.977645,-106.768219                                                                                                               
20220,"Dubuque, IA Metro Area",42.463481,-90.878771                                                                                                                  
19220,"Danville, KY Micro Area",37.507848,-84.735684                                                                                                                  
21220,"Elko, NV Micro Area",40.906086,-115.554577                                                                                                                
22220,"Fayetteville-Springdale-Rogers, AR Metro Area",36.116394,-94.079545                                                                                        
24220,"Grand Forks, ND-MN Metro Area",47.835929,-96.842681                                                                                                         
26220,"Hood River, OR Micro Area",45.511775,-121.655976                                                                                                             
27220,"Jackson, WY-ID Micro Area",44.048662,-110.426087                                                                                                         
31220,"Ludington, MI Micro Area",43.957196,-86.442937                                                                                                            
34220,"Moultrie, GA Micro Area",31.189707,-83.769773                                                                                                                 
39220,"Price, UT Micro Area",39.673284,-110.588484                                                                                                                  
40220,"Roanoke, VA Metro Area",37.286226,-79.946935                                                                                                                
42220,"Santa Rosa-Petaluma, CA Metro Area",38.525182,-122.92611                                                                                                  
46220,"Tuscaloosa, AL Metro Area",33.097877,-87.799147                                                                                                            
47240,"Vineyard Haven, MA Micro Area",41.38097,-70.701499                                                                                                         
12260,"Augusta-Richmond County, GA-SC Metro Area",33.460371,-81.982833                                                                                           
11260,"Anchorage, AK Metro Area",62.212784,-149.678222                                                                                                        
15260,"Brunswick-St. Simons, GA Metro Area",31.301739,-81.588909                                                                                                 
16260,"Cedar City, UT Micro Area",37.909304,-113.30674                                                                                                              
18260,"Cookeville, TN Micro Area",36.190707,-85.463759                                                                                                             
19260,"Danville, VA Micro Area",36.811853,-79.400122                                                                                                               
21260,"Ellensburg, WA Micro Area",47.124441,-120.676709                                                                                                            
22260,"Fergus Falls, MN Micro Area",46.405727,-95.714581                                                                                                         
24260,"Grand Island, NE Metro Area",41.083926,-98.374218                                                                                                           
28260,"Kearney, NE Micro Area",40.738595,-99.031788                                                                                                                 
31260,"Lufkin, TX Micro Area",31.251896,-94.611134                                                                                                                 
29260,"La Grande, OR Micro Area",45.304081,-117.999149                                                                                                               
34260,"Mountain Home, AR Micro Area",36.280268,-92.329949                                                                                                           
32260,"Marshalltown, IA Micro Area",42.0417,-92.981403                                                                                                                
38260,"Pittsburg, KS Micro Area",37.505821,-94.853897                                                                                                                
41260,"St. Marys, PA Micro Area",41.427332,-78.653937                                                                                                                
43260,"Sheridan, WY Micro Area",44.781369,-106.881211                                                                                                                
49260,"Woodward, OK Micro Area",36.425619,-99.273661                                                                                                                 
12300,"Augusta-Waterville, ME Micro Area",44.417012,-69.765764                                                                                                     
13300,"Beeville, TX Micro Area",28.416077,-97.742586                                                                                                                   
18300,"Coos Bay-North Bend, OR Micro Area",43.18591,-124.094133                                                                                                  
17300,"Clarksville, TN-KY Metro Area",36.69571,-87.624307                                                                                                         
20300,"Dumas, TX Micro Area",35.835676,-101.890502                                                                                                                   
24300,"Grand Junction, CO Metro Area",39.019524,-108.460571                                                                                                        
30300,"Lewiston, ID-WA Metro Area",46.251696,-116.925017                                                                                                           
32300,"Martinsville, VA Micro Area",36.682503,-79.872564                                                                                                              
33300,"Milledgeville, GA Micro Area",33.05949,-83.255457                                                                                                              
37300,"Palestine, TX Micro Area",31.841261,-95.661727                                                                                                              
42300,"Sault Ste. Marie, MI Micro Area",46.321819,-84.52063                                                                                                    
46300,"Twin Falls, ID Metro Area",42.440397,-114.568729                                                                                                            
45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",28.120541,-82.525188                                                                                      
47300,"Visalia, CA Metro Area",36.228834,-118.781055                                                                                                                
48300,"Wenatchee-East Wenatchee, WA Metro Area",47.76611,-120.270197                                                                                            
43320,"Show Low, AZ Micro Area",35.390785,-110.321025                                                                                                              
17340,"Clearlake, CA Micro Area",39.108009,-122.745217                                                                                                              
22340,"Fitzgerald, GA Micro Area",31.740772,-83.147197                                                                                                                 
26340,"Houghton, MI Micro Area",47.367297,-88.351332                                                                                                          
27340,"Jacksonville, NC Metro Area",34.763109,-77.499469                                                                                                          
31340,"Lynchburg, VA Metro Area",37.364926,-79.216689                                                                                                               
32340,"Maryville, MO Micro Area",40.361136,-94.883146                                                                                                                 
36340,"Oil City, PA Micro Area",41.400714,-79.765813                                                                                                                 
38340,"Pittsfield, MA Metro Area",42.371493,-73.217928                                                                                                              
37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",28.298311,-80.700333                                                                                       
45340,"Taos, NM Micro Area",36.577183,-105.638878                                                                                                                    
47340,"Wabash, IN Micro Area",40.843747,-85.795192                                                                                                                   
14380,"Boone, NC Micro Area",36.235368,-81.709888                                                                                                                       
13380,"Bellingham, WA Metro Area",48.842653,-121.836432                                                                                                         
18380,"Cordele, GA Micro Area",31.920268,-83.75653                                                                                                                     
17380,"Cleveland, MS Micro Area",33.799139,-90.88412                                                                                                                
21380,"Emporia, KS Micro Area",38.382134,-96.359301                                                                                                                
22380,"Flagstaff, AZ Metro Area",35.829692,-111.773728                                                                                                          
26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",29.33413,-90.843674                                                                                          
28380,"Kennett, MO Micro Area",36.153025,-90.062254                                                                                                                  
30380,"Lewistown, PA Micro Area",40.601615,-77.651832                                                                                                                 
32380,"Mason City, IA Micro Area",43.213732,-93.274339                                                                                                               
31380,"Macomb, IL Micro Area",40.455808,-90.678954                                                                                                                    
42380,"Sayre, PA Micro Area",41.791504,-76.502123                                                                                                                  
46380,"Ukiah, CA Micro Area",39.432388,-123.442881                                                                                                               
49380,"Worthington, MN Micro Area",43.677686,-95.763132                                                                                                              
47380,"Waco, TX Metro Area",31.5921,-97.286018                                                                                                                    
32390,"Massena-Ogdensburg, NY Micro Area",44.488112,-75.074311                                                                                                   
12420,"Austin-Round Rock-San Marcos, TX Metro Area",30.249744,-97.649842                                                                                         
15420,"Burley, ID Micro Area",42.369199,-113.642424                                                                                                                
13420,"Bemidji, MN Micro Area",47.879508,-95.00505                                                                                                              
20420,"Durango, CO Micro Area",37.287367,-107.839718                                                                                                                
21420,"Enid, OK Metro Area",36.378132,-97.788741                                                                                                                     
27420,"Jamestown, ND Micro Area",46.972223,-98.956123                                                                                                             
29420,"Lake Havasu City-Kingman, AZ Metro Area",35.717705,-113.749689                                                                                          
30420,"Lexington, NE Micro Area",40.756816,-99.821978                                                                                                              
34420,"Mount Pleasant, TX Micro Area",33.132104,-94.903503                                                                                                          
38420,"Platteville, WI Micro Area",42.870028,-90.694229                                                                                                            
37420,"Pampa, TX Micro Area",35.617393,-100.810553                                                                                                                   
42420,"Scottsbluff, NE Micro Area",41.699256,-103.708555                                                                                                            
43420,"Sierra Vista-Douglas, AZ Metro Area",31.840129,-109.775163                                                                                                  
49420,"Yakima, WA Metro Area",46.456558,-120.740145                                                                                                               
35440,"Newport, OR Micro Area",44.641061,-123.911212                                                                                                              
10460,"Alamogordo, NM Micro Area",32.615599,-105.751308                                                                                                           
13460,"Bend, OR Metro Area",44.153837,-120.887072                                                                                                                
23460,"Gadsden, AL Metro Area",34.047641,-86.034263                                                                                                                 
24460,"Great Bend, KS Micro Area",38.481239,-98.767837                                                                                                               
25460,"Harrison, AR Micro Area",36.087809,-93.162053                                                                                                               
27460,"Jamestown-Dunkirk, NY Micro Area",42.304216,-79.407595                                                                                                    
37460,"Panama City-Panama City Beach, FL Metro Area",30.273241,-85.642089                                                                                       
